accidentid,date,year,time,junction,severity,primaryvehicletype,probablecause,weathercondition,injuredcount,fatalitycount,vehiclesinvolved,policecaseregistered,data_source,is_simulated
NGP-01543,2025-05-02,2025,19:21,Dighori Chowk,Minor,Pedestrian-involved,Poor Visibility (Fog/Rain),Foggy,0,0,4,Yes,SIMULATED,True
NGP-01545,2025-05-07,2025,14:37,Itwari,Minor,Auto-Rickshaw,Pothole/Road Defect,Clear,1,0,2,Yes,SIMULATED,True
NGP-01544,2025-05-07,2025,17:36,Alankar Square,Minor,Car,Distracted Driving,Clear,0,0,4,Yes,SIMULATED,True
NGP-01546,2025-05-08,2025,16:43,Sakkardara Square,Severe,Bus,Pedestrian Crossing Violation,Rainy,4,0,4,Yes,SIMULATED,True
NGP-01547,2025-05-09,2025,17:11,Chhatrapati Square,Minor,Motorcycle,Lane Violation,Clear,1,0,1,Yes,SIMULATED,True
NGP-01548,2025-05-10,2025,09:40,Dighori Chowk,Minor,Bicycle,Distracted Driving,Overcast,1,0,3,Yes,SIMULATED,True
NGP-01550,2025-05-11,2025,08:59,Variety Square,Minor,Motorcycle,Signal Jumping,Clear,1,0,2,Yes,SIMULATED,True
NGP-01549,2025-05-11,2025,12:31,Dighori Chowk,Moderate,Car,Overspeeding,Overcast,3,0,3,Yes,SIMULATED,True
NGP-01551,2025-05-12,2025,15:06,Abhyankar Nagar Square,Moderate,Motorcycle,Signal Jumping,Clear,1,0,2,Yes,SIMULATED,True
NGP-01554,2025-05-13,2025,15:23,Katol Road Chowk,Minor,Motorcycle,Signal Jumping,Clear,1,0,1,Yes,SIMULATED,True
NGP-01552,2025-05-13,2025,17:03,Automotive Square,Severe,Motorcycle,Signal Jumping,Hot/Humid,4,0,1,Yes,SIMULATED,True
NGP-01555,2025-05-13,2025,17:03,Mate Chowk,Moderate,Car,Pedestrian Crossing Violation,Clear,1,0,2,Yes,SIMULATED,True
NGP-01553,2025-05-13,2025,17:11,Chhatrapati Square,Minor,Truck,Lane Violation,Clear,1,0,1,Yes,SIMULATED,True
NGP-01556,2025-05-14,2025,17:27,LIC Chowk,Minor,Motorcycle,Brake Failure,Clear,0,0,1,Yes,SIMULATED,True
NGP-01557,2025-05-14,2025,20:52,Variety Square,Minor,Truck,Pedestrian Crossing Violation,Hot/Humid,0,0,3,No,SIMULATED,True
NGP-01558,2025-05-15,2025,21:24,Pratap Nagar Chowk,Minor,Auto-Rickshaw,Pedestrian Crossing Violation,Hot/Humid,1,0,3,No,SIMULATED,True
NGP-01559,2025-05-17,2025,07:23,Airport T-Point,Minor,Car,Pothole/Road Defect,Clear,1,0,2,Yes,SIMULATED,True
NGP-01560,2025-05-17,2025,18:37,Ajni Chowk,Minor,Motorcycle,Brake Failure,Clear,0,0,1,Yes,SIMULATED,True
NGP-01561,2025-05-18,2025,18:51,Chhatrapati Square,Moderate,Motorcycle,Lane Violation,Clear,3,0,4,Yes,SIMULATED,True
NGP-01562,2025-05-20,2025,07:51,Chhatrapati Square,Minor,Pedestrian-involved,Pedestrian Crossing Violation,Overcast,0,0,4,Yes,SIMULATED,True
NGP-01564,2025-05-21,2025,15:30,Variety Square,Minor,Car,Brake Failure,Hot/Humid,0,0,4,Yes,SIMULATED,True
NGP-01563,2025-05-21,2025,22:53,Ajit Bakery Square,Severe,Motorcycle,Drunk Driving,Clear,3,0,4,No,SIMULATED,True
NGP-01565,2025-05-23,2025,11:47,Itwari,Minor,Bus,Pothole/Road Defect,Rainy,0,0,2,Yes,SIMULATED,True
NGP-01566,2025-05-24,2025,16:05,Kachipura Square,Severe,Bus,Drunk Driving,Clear,4,0,3,Yes,SIMULATED,True
NGP-01567,2025-05-24,2025,19:13,Kachipura Square,Minor,Motorcycle,Pedestrian Crossing Violation,Rainy,1,0,1,Yes,SIMULATED,True
NGP-01568,2025-05-25,2025,17:26,Variety Square,Minor,Car,Signal Jumping,Clear,0,0,3,No,SIMULATED,True
NGP-01569,2025-05-26,2025,16:07,Gaddi Godam Chowk,Moderate,Motorcycle,Wrong-side Driving,Clear,3,0,3,Yes,SIMULATED,True
NGP-01570,2025-05-26,2025,16:47,Hingna Chowk,Minor,Bus,Pedestrian Crossing Violation,Rainy,1,0,3,Yes,SIMULATED,True
NGP-01571,2025-05-26,2025,20:01,Pratap Nagar Chowk,Severe,Car,Overspeeding,Rainy,4,0,1,Yes,SIMULATED,True
NGP-01572,2025-05-27,2025,18:16,Abhyankar Nagar Square,Minor,Auto-Rickshaw,Wrong-side Driving,Clear,0,0,1,Yes,SIMULATED,True
NGP-01574,2025-05-28,2025,01:46,Manakpur Chowk,Minor,Auto-Rickshaw,Pothole/Road Defect,Clear,0,0,4,Yes,SIMULATED,True
NGP-01573,2025-05-28,2025,15:19,Chhatrapati Square,Minor,Auto-Rickshaw,Overspeeding,Foggy,1,0,4,No,SIMULATED,True
NGP-01576,2025-05-28,2025,17:10,RBI Chowk,Minor,Motorcycle,Signal Jumping,Rainy,0,0,3,Yes,SIMULATED,True
NGP-01575,2025-05-28,2025,19:22,Medical Chowk,Minor,Auto-Rickshaw,Wrong-side Driving,Foggy,0,0,3,Yes,SIMULATED,True
NGP-01578,2025-05-29,2025,05:52,Katol Road Chowk,Minor,Pedestrian-involved,Overspeeding,Clear,1,0,3,Yes,SIMULATED,True
NGP-01577,2025-05-29,2025,10:54,Hingna Chowk,Moderate,Motorcycle,Drunk Driving,Clear,2,0,1,Yes,SIMULATED,True
NGP-01579,2025-05-30,2025,15:01,RBI Chowk,Moderate,Bicycle,Signal Jumping,Clear,1,0,2,Yes,SIMULATED,True
NGP-01580,2025-06-01,2025,17:35,Kadbi Chowk,Moderate,Car,Overspeeding,Foggy,3,0,1,Yes,SIMULATED,True
NGP-01581,2025-06-02,2025,10:20,Abhyankar Nagar Square,Minor,Car,Signal Jumping,Clear,1,0,2,Yes,SIMULATED,True
NGP-01582,2025-06-02,2025,17:58,Variety Square,Minor,Car,Wrong-side Driving,Clear,0,0,4,Yes,SIMULATED,True
NGP-01583,2025-06-03,2025,09:41,Katol Road Chowk,Minor,Auto-Rickshaw,Signal Jumping,Clear,1,0,3,Yes,SIMULATED,True
NGP-01584,2025-06-03,2025,20:44,LAD Square,Moderate,Auto-Rickshaw,Pothole/Road Defect,Clear,1,0,1,Yes,SIMULATED,True
NGP-01585,2025-06-04,2025,11:08,LIC Chowk,Moderate,Car,Poor Visibility (Fog/Rain),Clear,2,0,1,Yes,SIMULATED,True
NGP-01586,2025-06-06,2025,10:11,Shraddhanand Peth Square,Severe,Motorcycle,Drunk Driving,Overcast,4,0,4,No,SIMULATED,True
NGP-01588,2025-06-07,2025,06:08,Pardi Chowk,Minor,Pedestrian-involved,Drunk Driving,Clear,0,0,1,Yes,SIMULATED,True
NGP-01587,2025-06-07,2025,16:05,Manakpur Chowk,Minor,Truck,Lane Violation,Clear,1,0,2,Yes,SIMULATED,True
NGP-01589,2025-06-09,2025,17:31,Pratap Nagar Chowk,Moderate,Truck,Pothole/Road Defect,Clear,3,0,1,Yes,SIMULATED,True
NGP-01592,2025-06-10,2025,06:51,Golibar Chowk,Fatal,Motorcycle,Pedestrian Crossing Violation,Rainy,4,2,3,Yes,SIMULATED,True
NGP-01590,2025-06-10,2025,08:52,Automotive Square,Severe,Car,Overspeeding,Overcast,4,0,3,Yes,SIMULATED,True
NGP-01591,2025-06-10,2025,15:57,Chhatrapati Square,Minor,Bus,Signal Jumping,Clear,1,0,4,Yes,SIMULATED,True
NGP-01594,2025-06-10,2025,16:10,Variety Square,Minor,Motorcycle,Signal Jumping,Clear,0,0,2,Yes,SIMULATED,True
NGP-01593,2025-06-10,2025,19:31,LIC Chowk,Severe,Motorcycle,Wrong-side Driving,Hot/Humid,2,0,3,Yes,SIMULATED,True
NGP-01595,2025-06-11,2025,08:29,Pratap Nagar Chowk,Minor,Car,Brake Failure,Hot/Humid,1,0,1,Yes,SIMULATED,True
NGP-01596,2025-06-12,2025,06:24,Ajni Chowk,Minor,Car,Pedestrian Crossing Violation,Clear,1,0,3,Yes,SIMULATED,True
NGP-01597,2025-06-12,2025,12:26,Alankar Square,Severe,Motorcycle,Lane Violation,Clear,5,0,1,Yes,SIMULATED,True
NGP-01599,2025-06-13,2025,01:55,Variety Square,Moderate,Car,Brake Failure,Rainy,2,0,2,Yes,SIMULATED,True
NGP-01598,2025-06-13,2025,07:22,Mate Chowk,Moderate,Bicycle,Wrong-side Driving,Clear,2,0,2,Yes,SIMULATED,True
NGP-01600,2025-06-17,2025,12:41,Cotton Market Chowk,Moderate,Auto-Rickshaw,Pedestrian Crossing Violation,Overcast,1,0,2,Yes,SIMULATED,True
NGP-01601,2025-06-20,2025,09:52,Variety Square,Minor,Pedestrian-involved,Signal Jumping,Foggy,1,0,2,Yes,SIMULATED,True
NGP-01602,2025-06-21,2025,19:54,Airport T-Point,Minor,Car,Signal Jumping,Overcast,0,0,2,Yes,SIMULATED,True
NGP-01603,2025-06-22,2025,21:51,Ajni Chowk,Moderate,Bicycle,Lane Violation,Clear,2,0,3,Yes,SIMULATED,True
NGP-01605,2025-06-23,2025,07:57,Medical Chowk,Severe,Motorcycle,Brake Failure,Clear,2,0,1,No,SIMULATED,True
NGP-01606,2025-06-23,2025,15:47,Shankar Nagar Square,Severe,Car,Brake Failure,Clear,2,0,3,Yes,SIMULATED,True
NGP-01604,2025-06-23,2025,18:05,LIC Chowk,Minor,Motorcycle,Wrong-side Driving,Rainy,1,0,3,Yes,SIMULATED,True
NGP-01608,2025-06-24,2025,14:11,Golibar Chowk,Severe,Car,Drunk Driving,Rainy,3,0,1,Yes,SIMULATED,True
NGP-01609,2025-06-24,2025,15:38,Kachipura Square,Minor,Car,Brake Failure,Clear,0,0,3,Yes,SIMULATED,True
NGP-01607,2025-06-24,2025,17:10,Airport T-Point,Moderate,Pedestrian-involved,Lane Violation,Clear,2,0,1,Yes,SIMULATED,True
NGP-01610,2025-06-26,2025,07:22,Ajni Chowk,Minor,Car,Pothole/Road Defect,Clear,1,0,1,Yes,SIMULATED,True
NGP-01611,2025-06-29,2025,10:42,Automotive Square,Minor,Auto-Rickshaw,Distracted Driving,Hot/Humid,1,0,2,Yes,SIMULATED,True
NGP-01612,2025-06-30,2025,12:49,Kamptee Chowk,Minor,Car,Lane Violation,Overcast,0,0,2,Yes,SIMULATED,True
NGP-01614,2025-07-01,2025,16:17,Kasturchand Park Square,Minor,Car,Lane Violation,Foggy,0,0,2,Yes,SIMULATED,True
NGP-01613,2025-07-01,2025,17:05,Kadbi Chowk,Minor,Car,Pedestrian Crossing Violation,Rainy,1,0,1,Yes,SIMULATED,True
NGP-01615,2025-07-02,2025,00:52,Kasturchand Park Square,Severe,Auto-Rickshaw,Wrong-side Driving,Rainy,3,0,1,No,SIMULATED,True
NGP-01617,2025-07-03,2025,13:41,Itwari,Minor,Car,Drunk Driving,Clear,1,0,1,No,SIMULATED,True
NGP-01616,2025-07-03,2025,21:53,Gaddi Godam Chowk,Moderate,Motorcycle,Signal Jumping,Clear,3,0,3,Yes,SIMULATED,True
NGP-01618,2025-07-04,2025,12:57,LIC Chowk,Severe,Bus,Distracted Driving,Clear,5,0,3,Yes,SIMULATED,True
NGP-01619,2025-07-05,2025,12:52,Dighori Chowk,Minor,Motorcycle,Poor Visibility (Fog/Rain),Rainy,1,0,3,No,SIMULATED,True
NGP-01620,2025-07-06,2025,17:25,Chhatrapati Square,Moderate,Car,Signal Jumping,Rainy,3,0,2,Yes,SIMULATED,True
NGP-01622,2025-07-07,2025,11:45,Sitabuldi Chowk,Severe,Motorcycle,Lane Violation,Rainy,3,0,1,No,SIMULATED,True
NGP-01621,2025-07-07,2025,17:02,Sitabuldi Chowk,Moderate,Auto-Rickshaw,Pedestrian Crossing Violation,Clear,2,0,3,Yes,SIMULATED,True
NGP-01623,2025-07-10,2025,14:22,Manakpur Chowk,Minor,Motorcycle,Distracted Driving,Rainy,0,0,3,Yes,SIMULATED,True
NGP-01624,2025-07-10,2025,20:31,Sitabuldi Chowk,Severe,Motorcycle,Brake Failure,Clear,4,0,1,No,SIMULATED,True
NGP-01625,2025-07-11,2025,00:50,Alankar Square,Moderate,Car,Wrong-side Driving,Clear,3,0,2,Yes,SIMULATED,True
NGP-01626,2025-07-11,2025,19:31,Shraddhanand Peth Square,Severe,Car,Distracted Driving,Clear,4,0,1,No,SIMULATED,True
NGP-01627,2025-07-13,2025,16:06,Automotive Square,Moderate,Bicycle,Drunk Driving,Foggy,3,0,3,Yes,SIMULATED,True
NGP-01628,2025-07-14,2025,08:32,Kamptee Chowk,Severe,Truck,Drunk Driving,Hot/Humid,5,0,2,Yes,SIMULATED,True
NGP-01629,2025-07-15,2025,12:54,Sakkardara Square,Severe,Car,Pothole/Road Defect,Overcast,3,0,2,Yes,SIMULATED,True
NGP-01630,2025-07-17,2025,01:27,Sitabuldi Chowk,Fatal,Motorcycle,Distracted Driving,Clear,3,1,3,Yes,SIMULATED,True
NGP-01631,2025-07-19,2025,07:34,Automotive Square,Minor,Car,Lane Violation,Clear,0,0,3,Yes,SIMULATED,True
NGP-01632,2025-07-21,2025,18:26,Golibar Chowk,Severe,Motorcycle,Signal Jumping,Rainy,2,0,3,Yes,SIMULATED,True
NGP-01633,2025-07-23,2025,08:23,Manakpur Chowk,Severe,Motorcycle,Pothole/Road Defect,Clear,3,0,4,Yes,SIMULATED,True
NGP-01634,2025-07-25,2025,03:03,Airport T-Point,Minor,Auto-Rickshaw,Pothole/Road Defect,Clear,0,0,4,Yes,SIMULATED,True
NGP-01635,2025-07-27,2025,19:09,Chhatrapati Square,Severe,Bus,Signal Jumping,Clear,3,0,2,Yes,SIMULATED,True
NGP-01636,2025-07-28,2025,15:07,Kamptee Chowk,Minor,Truck,Poor Visibility (Fog/Rain),Clear,0,0,4,Yes,SIMULATED,True
NGP-01637,2025-07-30,2025,19:06,Pardi Chowk,Severe,Motorcycle,Wrong-side Driving,Rainy,4,0,2,Yes,SIMULATED,True
NGP-01638,2025-07-31,2025,09:24,Abhyankar Nagar Square,Moderate,Bicycle,Distracted Driving,Hot/Humid,2,0,1,Yes,SIMULATED,True
NGP-01640,2025-07-31,2025,12:34,Kachipura Square,Minor,Bus,Pothole/Road Defect,Overcast,1,0,1,No,SIMULATED,True
NGP-01639,2025-07-31,2025,18:54,Airport T-Point,Minor,Auto-Rickshaw,Brake Failure,Clear,1,0,3,Yes,SIMULATED,True
NGP-01642,2025-08-01,2025,06:38,Mental Hospital Chowk,Severe,Bicycle,Pedestrian Crossing Violation,Overcast,5,0,3,Yes,SIMULATED,True
NGP-01641,2025-08-01,2025,21:20,Abhyankar Nagar Square,Moderate,Motorcycle,Lane Violation,Clear,1,0,4,Yes,SIMULATED,True
NGP-01644,2025-08-02,2025,10:58,Katol Road Chowk,Severe,Bicycle,Brake Failure,Clear,3,0,2,Yes,SIMULATED,True
NGP-01646,2025-08-02,2025,13:07,Pardi Chowk,Minor,Motorcycle,Signal Jumping,Hot/Humid,1,0,2,Yes,SIMULATED,True
NGP-01645,2025-08-02,2025,15:49,LIC Chowk,Minor,Motorcycle,Drunk Driving,Clear,0,0,4,No,SIMULATED,True
NGP-01643,2025-08-02,2025,16:30,Itwari,Minor,Auto-Rickshaw,Overspeeding,Clear,0,0,1,Yes,SIMULATED,True
NGP-01648,2025-08-03,2025,10:50,Sakkardara Square,Minor,Car,Pothole/Road Defect,Clear,0,0,2,Yes,SIMULATED,True
NGP-01647,2025-08-03,2025,18:55,Automotive Square,Minor,Auto-Rickshaw,Lane Violation,Foggy,1,0,3,Yes,SIMULATED,True
NGP-01649,2025-08-04,2025,17:44,Variety Square,Minor,Motorcycle,Brake Failure,Clear,1,0,1,Yes,SIMULATED,True
NGP-01650,2025-08-05,2025,09:53,Automotive Square,Minor,Motorcycle,Overspeeding,Rainy,0,0,3,Yes,SIMULATED,True
NGP-01651,2025-08-05,2025,20:10,Mental Hospital Chowk,Minor,Motorcycle,Signal Jumping,Clear,0,0,2,Yes,SIMULATED,True
NGP-01653,2025-08-06,2025,10:04,Kamptee Chowk,Moderate,Car,Signal Jumping,Clear,3,0,1,Yes,SIMULATED,True
NGP-01652,2025-08-06,2025,17:51,Itwari,Severe,Bus,Brake Failure,Foggy,5,0,1,Yes,SIMULATED,True
NGP-01654,2025-08-07,2025,20:50,Chhatrapati Square,Moderate,Car,Poor Visibility (Fog/Rain),Clear,1,0,1,No,SIMULATED,True
NGP-01655,2025-08-10,2025,17:26,Chhatrapati Square,Minor,Pedestrian-involved,Drunk Driving,Clear,1,0,4,Yes,SIMULATED,True
NGP-01656,2025-08-10,2025,19:07,Kachipura Square,Minor,Motorcycle,Distracted Driving,Overcast,1,0,4,No,SIMULATED,True
NGP-01657,2025-08-11,2025,09:55,Chhatrapati Square,Minor,Motorcycle,Poor Visibility (Fog/Rain),Clear,1,0,1,Yes,SIMULATED,True
NGP-01658,2025-08-11,2025,11:02,Kadbi Chowk,Minor,Auto-Rickshaw,Signal Jumping,Clear,1,0,3,Yes,SIMULATED,True
NGP-01659,2025-08-13,2025,07:15,Airport T-Point,Moderate,Bus,Overspeeding,Clear,2,0,4,No,SIMULATED,True
NGP-01661,2025-08-14,2025,12:46,Laxmi Nagar Square,Moderate,Motorcycle,Brake Failure,Clear,3,0,4,No,SIMULATED,True
NGP-01660,2025-08-14,2025,20:53,Kamptee Chowk,Minor,Car,Wrong-side Driving,Overcast,0,0,3,Yes,SIMULATED,True
NGP-01662,2025-08-15,2025,13:58,Dighori Chowk,Minor,Motorcycle,Overspeeding,Clear,1,0,4,Yes,SIMULATED,True
NGP-01664,2025-08-16,2025,08:51,Manakpur Chowk,Moderate,Motorcycle,Pothole/Road Defect,Clear,3,0,4,Yes,SIMULATED,True
NGP-01663,2025-08-16,2025,12:47,Kachipura Square,Minor,Truck,Drunk Driving,Rainy,0,0,1,Yes,SIMULATED,True
NGP-01665,2025-08-17,2025,00:13,Alankar Square,Minor,Motorcycle,Lane Violation,Overcast,0,0,2,No,SIMULATED,True
NGP-01666,2025-08-17,2025,10:43,Laxmi Nagar Square,Minor,Motorcycle,Poor Visibility (Fog/Rain),Clear,0,0,4,Yes,SIMULATED,True
NGP-01667,2025-08-18,2025,07:47,Automotive Square,Minor,Motorcycle,Pedestrian Crossing Violation,Clear,1,0,1,Yes,SIMULATED,True
NGP-01668,2025-08-18,2025,17:19,Medical Chowk,Minor,Car,Lane Violation,Overcast,0,0,1,Yes,SIMULATED,True
NGP-01670,2025-08-19,2025,07:55,Shankar Nagar Square,Minor,Car,Wrong-side Driving,Overcast,1,0,3,Yes,SIMULATED,True
NGP-01669,2025-08-19,2025,19:18,Mental Hospital Chowk,Minor,Car,Drunk Driving,Clear,0,0,4,Yes,SIMULATED,True
NGP-01672,2025-08-20,2025,09:12,RBI Chowk,Minor,Car,Signal Jumping,Clear,1,0,4,No,SIMULATED,True
NGP-01671,2025-08-20,2025,14:05,Itwari,Minor,Bicycle,Drunk Driving,Hot/Humid,1,0,1,No,SIMULATED,True
NGP-01673,2025-08-21,2025,18:51,Automotive Square,Minor,Motorcycle,Drunk Driving,Clear,1,0,2,Yes,SIMULATED,True
NGP-01674,2025-08-22,2025,13:59,Medical Chowk,Severe,Auto-Rickshaw,Pedestrian Crossing Violation,Overcast,3,0,2,Yes,SIMULATED,True
NGP-01677,2025-08-23,2025,06:08,Medical Chowk,Moderate,Car,Pedestrian Crossing Violation,Clear,2,0,3,No,SIMULATED,True
NGP-01678,2025-08-23,2025,13:00,Medical Chowk,Moderate,Bicycle,Wrong-side Driving,Clear,2,0,3,Yes,SIMULATED,True
NGP-01675,2025-08-23,2025,13:50,Kasturchand Park Square,Severe,Car,Signal Jumping,Clear,2,0,1,Yes,SIMULATED,True
NGP-01676,2025-08-23,2025,15:54,LIC Chowk,Minor,Motorcycle,Signal Jumping,Clear,1,0,2,No,SIMULATED,True
NGP-01679,2025-08-25,2025,18:09,Chhatrapati Square,Minor,Auto-Rickshaw,Drunk Driving,Rainy,0,0,3,Yes,SIMULATED,True
NGP-01680,2025-08-26,2025,06:59,Kadbi Chowk,Severe,Car,Wrong-side Driving,Foggy,3,0,4,Yes,SIMULATED,True
NGP-01681,2025-08-26,2025,22:11,Sitabuldi Chowk,Minor,Motorcycle,Pothole/Road Defect,Clear,0,0,3,Yes,SIMULATED,True
NGP-01683,2025-08-29,2025,14:43,Sitabuldi Chowk,Moderate,Truck,Lane Violation,Clear,3,0,3,Yes,SIMULATED,True
NGP-01682,2025-08-29,2025,21:14,Bardi Chowk,Minor,Car,Brake Failure,Overcast,1,0,2,Yes,SIMULATED,True
NGP-01685,2025-08-30,2025,07:42,Manish Nagar-Besa Junction,Minor,Car,Pedestrian Crossing Violation,Clear,1,0,1,No,SIMULATED,True
NGP-01684,2025-08-30,2025,18:13,Bardi Chowk,Minor,Car,Pedestrian Crossing Violation,Clear,0,0,3,Yes,SIMULATED,True
NGP-01686,2025-08-31,2025,18:28,RBI Chowk,Minor,Motorcycle,Pothole/Road Defect,Clear,1,0,1,Yes,SIMULATED,True
NGP-01687,2025-09-01,2025,04:17,Dighori Chowk,Moderate,Truck,Drunk Driving,Clear,3,0,2,No,SIMULATED,True
NGP-01690,2025-09-01,2025,13:03,Pratap Nagar Chowk,Severe,Car,Lane Violation,Clear,3,0,4,Yes,SIMULATED,True
NGP-01688,2025-09-01,2025,15:38,Gaddi Godam Chowk,Minor,Pedestrian-involved,Pedestrian Crossing Violation,Clear,1,0,4,No,SIMULATED,True
NGP-01691,2025-09-01,2025,18:32,Shankar Nagar Square,Minor,Auto-Rickshaw,Wrong-side Driving,Clear,0,0,4,Yes,SIMULATED,True
NGP-01689,2025-09-01,2025,22:00,Hingna Chowk,Minor,Car,Wrong-side Driving,Clear,1,0,4,Yes,SIMULATED,True
NGP-01693,2025-09-05,2025,10:12,Kamptee Chowk,Moderate,Bus,Overspeeding,Rainy,2,0,1,Yes,SIMULATED,True
NGP-01692,2025-09-05,2025,19:40,Alankar Square,Moderate,Car,Pothole/Road Defect,Rainy,1,0,2,Yes,SIMULATED,True
NGP-01694,2025-09-06,2025,10:55,Chhatrapati Square,Minor,Bus,Overspeeding,Clear,0,0,1,Yes,SIMULATED,True
NGP-01695,2025-09-08,2025,11:40,Manewada Chowk,Minor,Car,Drunk Driving,Clear,1,0,2,Yes,SIMULATED,True
NGP-01696,2025-09-09,2025,07:27,Abhyankar Nagar Square,Minor,Auto-Rickshaw,Poor Visibility (Fog/Rain),Rainy,0,0,2,Yes,SIMULATED,True
NGP-01697,2025-09-09,2025,09:57,Gaddi Godam Chowk,Minor,Bicycle,Distracted Driving,Rainy,1,0,2,Yes,SIMULATED,True
NGP-01698,2025-09-10,2025,18:17,Abhyankar Nagar Square,Severe,Truck,Signal Jumping,Overcast,5,0,1,Yes,SIMULATED,True
NGP-01700,2025-09-11,2025,09:22,LIC Chowk,Minor,Auto-Rickshaw,Brake Failure,Clear,0,0,4,Yes,SIMULATED,True
NGP-01699,2025-09-11,2025,19:48,Kachipura Square,Moderate,Pedestrian-involved,Lane Violation,Overcast,2,0,1,Yes,SIMULATED,True
NGP-01701,2025-09-12,2025,15:53,Ajni Chowk,Moderate,Pedestrian-involved,Signal Jumping,Clear,3,0,2,Yes,SIMULATED,True
NGP-01703,2025-09-13,2025,08:24,Pratap Nagar Chowk,Severe,Bicycle,Wrong-side Driving,Clear,2,0,3,Yes,SIMULATED,True
NGP-01702,2025-09-13,2025,17:22,Manewada Chowk,Fatal,Car,Pothole/Road Defect,Clear,3,2,4,Yes,SIMULATED,True
NGP-01704,2025-09-15,2025,16:03,Sitabuldi Chowk,Severe,Bus,Distracted Driving,Clear,5,0,1,Yes,SIMULATED,True
NGP-01706,2025-09-16,2025,11:23,Kamptee Chowk,Moderate,Motorcycle,Brake Failure,Overcast,3,0,2,Yes,SIMULATED,True
NGP-01705,2025-09-16,2025,19:52,Kamptee Chowk,Minor,Motorcycle,Signal Jumping,Rainy,0,0,1,Yes,SIMULATED,True
NGP-01707,2025-09-17,2025,08:09,Airport T-Point,Moderate,Car,Signal Jumping,Foggy,2,0,3,Yes,SIMULATED,True
NGP-01709,2025-09-20,2025,08:28,Gaddi Godam Chowk,Minor,Car,Brake Failure,Foggy,0,0,4,Yes,SIMULATED,True
NGP-01708,2025-09-20,2025,14:31,Cotton Market Chowk,Moderate,Car,Drunk Driving,Clear,2,0,3,Yes,SIMULATED,True
NGP-01710,2025-09-21,2025,18:48,Mate Chowk,Moderate,Truck,Wrong-side Driving,Clear,1,0,1,Yes,SIMULATED,True
NGP-01713,2025-09-22,2025,11:43,Variety Square,Minor,Bicycle,Pedestrian Crossing Violation,Clear,0,0,4,No,SIMULATED,True
NGP-01711,2025-09-22,2025,17:21,Airport T-Point,Minor,Truck,Signal Jumping,Rainy,0,0,3,No,SIMULATED,True
NGP-01712,2025-09-22,2025,17:29,Automotive Square,Minor,Motorcycle,Poor Visibility (Fog/Rain),Rainy,0,0,1,No,SIMULATED,True
NGP-01714,2025-09-23,2025,10:49,Mate Chowk,Severe,Motorcycle,Poor Visibility (Fog/Rain),Rainy,4,0,4,Yes,SIMULATED,True
NGP-01716,2025-09-24,2025,07:26,RBI Chowk,Severe,Car,Distracted Driving,Clear,2,0,2,Yes,SIMULATED,True
NGP-01715,2025-09-24,2025,13:01,Automotive Square,Moderate,Bus,Wrong-side Driving,Rainy,2,0,1,Yes,SIMULATED,True
NGP-01717,2025-09-24,2025,20:37,RBI Chowk,Minor,Car,Pothole/Road Defect,Clear,1,0,3,Yes,SIMULATED,True
NGP-01719,2025-09-25,2025,08:54,Kachipura Square,Minor,Car,Drunk Driving,Foggy,1,0,1,Yes,SIMULATED,True
NGP-01718,2025-09-25,2025,19:56,Dighori Chowk,Minor,Auto-Rickshaw,Brake Failure,Clear,1,0,1,Yes,SIMULATED,True
NGP-01720,2025-09-27,2025,14:29,Kadbi Chowk,Minor,Motorcycle,Distracted Driving,Clear,0,0,4,Yes,SIMULATED,True
NGP-01722,2025-09-28,2025,07:18,Kamptee Chowk,Moderate,Auto-Rickshaw,Drunk Driving,Clear,1,0,2,No,SIMULATED,True
NGP-01721,2025-09-28,2025,08:28,Automotive Square,Minor,Truck,Pothole/Road Defect,Clear,0,0,2,Yes,SIMULATED,True
NGP-01723,2025-09-30,2025,19:00,Kachipura Square,Moderate,Car,Poor Visibility (Fog/Rain),Clear,2,0,4,Yes,SIMULATED,True
NGP-01725,2025-10-03,2025,10:28,LAD Square,Minor,Motorcycle,Lane Violation,Foggy,1,0,1,Yes,SIMULATED,True
NGP-01724,2025-10-03,2025,16:59,Kamptee Chowk,Minor,Motorcycle,Signal Jumping,Clear,0,0,2,Yes,SIMULATED,True
NGP-01727,2025-10-04,2025,14:55,Sitabuldi Chowk,Fatal,Motorcycle,Pedestrian Crossing Violation,Clear,1,2,2,Yes,SIMULATED,True
NGP-01726,2025-10-04,2025,19:53,Automotive Square,Minor,Auto-Rickshaw,Drunk Driving,Clear,1,0,3,No,SIMULATED,True
NGP-01728,2025-10-05,2025,17:34,Pratap Nagar Chowk,Moderate,Truck,Lane Violation,Foggy,2,0,1,Yes,SIMULATED,True
NGP-01729,2025-10-06,2025,16:56,Automotive Square,Severe,Truck,Poor Visibility (Fog/Rain),Rainy,5,0,4,Yes,SIMULATED,True
NGP-01730,2025-10-12,2025,08:12,LIC Chowk,Minor,Auto-Rickshaw,Overspeeding,Clear,1,0,2,No,SIMULATED,True
NGP-01731,2025-10-14,2025,21:41,Chhatrapati Square,Minor,Car,Pothole/Road Defect,Rainy,1,0,1,No,SIMULATED,True
NGP-01732,2025-10-15,2025,09:06,Kasturchand Park Square,Moderate,Car,Lane Violation,Clear,1,0,2,Yes,SIMULATED,True
